# 
# This file contains the parameter values of the Design Points successfully updated by ANSYS Workbench.
# Project name: Flow around a cylinder - R20 Version
# Creation date: 12/30/2020 11:43:39
# 
# 12/30/2020 11:43:39
# The parameters defined in the project are:
# ,P1 - Mesh Elements,P2 - Radial Sizing Number of Divisions,P3 - Radial Sizing Bias Factor,P4 - Circumference Sizing Number of Divisions
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4
DP 0,125000,500,2500,125
